post_text,label
my sisters gardening obsession is making this live tweeting session quite dull doodle_thebug,1
dtt_ehsan sweet i think my account is either klutzysheep or theklutzysheep youll be my first friend on the psn d,1
dtt_ehsan i will once im in control of my ps,1
come maccready we had to suit upafter you sit down thats cool doodle_thebug,1
oh man shes doing all this shady business in bright yellow shorts doodle_thebug,1
hey kid wanna buy a sundial doodle_thebug,1
misslusyd she actually doesnt use twitter much but she does have one ive only told her bits and pieces,1
azarkansero its okay hon pat i wont let her do anything to him,1
when she first met hancock she burst out into giggles and said is this the guy that can overdose if you give him too many drugs,1
shes gonna do the quest that allows you to recruit hancock aw yiss,1
i love watching my genius sister act like an idiot its great,1
im gonna put minutemen flags on everything doodle_thebug those are us flags im gonna put us flags on everything murica,1
the bed house does not discriminate if you wanna sleep outsidewell make it decorative doodle_thebug,1
hello welcome to the bed house dont mind the bloatflies theyre none of your concern doodle_thebug httpstcoewdpjagvzs,1
imma put a couch herenah more beds this is the bed house  doodle_thebug,1
you really like maccready dont you doodle_thebug well he has my stuff,1
the chronicles of doodle_thebug tacky extortionist will continue in a few minutes,1
misslusyd genevieveverso azarkansero nothingalarming shocked gasp,1
genevieveverso misslusyd azarkansero nothingalarming yes we expect you to go where none of us will go,1
misslusyd genevieveverso nothingalarming i love that we determined our smut queen with shakespeare,1
misslusyd genevieveverso nothingalarming sorry i thought you were the host gtgt,1
genevieveverso misslusyd nothingalarming omg you didnt hear about the miss universe flub,1
misslusyd genevieveverso nothingalarming i never had it to begin with man,1
misslusyd genevieveverso azarkansero nothingalarming good girl,1
misslusyd genevieveverso nothingalarming please the only other competitor was me the sinnamon roll without the sin,1
misslusyd genevieveverso nothingalarming seesee you deserve it,1
genevieveverso misslusyd nothingalarming yes besides none of us have enough balls for the title,1
misslusyd genevieveverso nothingalarming since forever,1
genevieveverso misslusyd nothingalarming just accept it lusyd you deserve the honor,1
genevieveverso misslusyd nothingalarming that makes it better,1
genevieveverso misslusyd nothingalarming psh i knew shed win,1
genevieveverso misslusyd nothingalarming thats what i thought it meant actually,1
genevieveverso misslusyd nothingalarming thats all i could get beforehand e google machine crashed,1
genevieveverso misslusyd nothingalarming thisbe i kiss the walls holenot your lips at all,1
genevieveverso misslusyd nothingalarming time to dust off the ol google machine,1
my sister has given consent to me tagging her in all of my live tweeting making fun of her score doodle_thebug,1
doodle_thebug i spent an hour watching you play with those fences an hour,1
doodle_thebug worst,1
genevieveverso my sister is quite the fashionista no,1
they match now httpstcotjyufvte,1
genevieveverso misslusyd thefuxedos nothingalarming its very fitting in my opinion,1
genevieveverso misslusyd thefuxedos nothingalarming were a multitalented group able to be as intelligent or lewd as we wish,1
ugh she is precious httpstconiihaft,1
me youre not gonna dress up danse like maccready are you hersmirk,1
for the uninformed i am live blogging my sister playing fallout ,1
how is this supposed to be the greatest garden ever if everything keeps freezing up,1
azarkansero genevieveverso nothingalarming misslusyd thefuxedos not of shame that is recoverable,1
genevieveverso nothingalarming misslusyd thefuxedos im gonna go die now if thats alright with you guys,1
genevieveverso nothingalarming misslusyd thefuxedos damn you confuse me with the order of names again,1
genevieveverso nothingalarming misslusyd thefuxedos im a girl actually,1
nothingalarming misslusyd genevieveverso thefuxedos we tagged him in a conversation about car sex i think hes aware hahaha,1
genevieveverso azarkansero misslusyd thefuxedos bbbut i dont have any,1
azarkansero genevieveverso misslusyd thefuxedos what other boobs,1
what am i watching httpstcodqcpxvbuk,1
what am i watching httpstcodqcpxvbuk,1
misslusyd genevieveverso thefuxedos i take the blame on this,1
genevieveverso misslusyd thefuxedos sigh httpstcosodojncb,1
i have so many melons you think im joking look at this soooooo many melons,1
misslusyd thefuxedos eh as long as we dont all start talking completely in hashtags im cool enjoy away,1
welcome to sanctuary home of the melons,1
thefuxedos misslusyd stop him before it becomes unreversable,1
oh man that was funny likei wish i recorded it,1
hey wouldnt it be funny if one of those things popped out on land one secondmiralurk pops outsister screams,1
azarkansero thats probably considered a terrorist attack man what are you thinking,1
azarkansero i get off in thirty minutes i dunno if thats enough time to get a pony in a hospital,1
rt jenwin broke up with my girl she left the cap off the toothpaste you know who does that a synth  diamond city guard ,1
azarkansero but how would i fit a pony in the door,1
azarkansero ponies arent gonna help unless you want me to use them as a distraction,1
xdaringdamselx professorotaku yes i approve of this,1
professorotaku xdaringdamselx ill never forget it ever eveeer,1
professorotaku xdaringdamselx you were born for this proffywoffikins,1
xdaringdamselx professorotaku ill make you a scarf,1
professorotaku xdaringdamselx cmon itll be so cute,1
megafighter i willlllllll might be a little singed but im still gettin off at ,1
xdaringdamselx professorotaku gwunpy proffywoffikins is gonna be a goldmine,1
xdaringdamselx professorotaku prof youre gonna make us rich,1
xdaringdamselx professorotaku you mean we havent done that yet,1
i am in retail hell someone send help,1
rt professorotaku its beginning to look alot like fuck this,1
after tomorrow i will not have to step foot inside of lsuhsc shreveport for eleven days eleven,1
i love that my coworkers are getting presents for my cat its honestly the best,1
i miss actually being excited for christmas retail has ruined me,1
talizorah it is almost  i am trying to read stop pouncing on me,1
my cat is a spoiled brat all she has to do is cry and ill do whatever she wants me to do,1
i thought at level  i was ready for the albino deathclaw i wasnt,1
hat making and xfiles time httpstcoykvmtphc,1
techiem we have signs we have highlighted signs these people have been shopping with us for years they know about the fees,1
this drives me insane seriously,1
the cafeteria also charges extra for low transactions we do not hence the limit we would make no money off a  purchase on a card,1
the cafeteria jacked up their prices we did not they can do whatever they want since they raised to mirror the bank fees,1
i will explain we would not make any money off a low transaction because the bank fees are too damn high,1
so when i say were not the cafeteria i cant put  on your card do not give me the bitchface,1
genevieveverso thefuxedos nah nevermind i deleted it my feed is lying to me,1
why do people think were gonna follow the rules of the hospital cafeteria theyre not state run we are we still enforce the  card limit,1
genevieveverso we dont sell enough books,1
genevieveverso which is why im going home today early and doing all that crap tomorrow,1
genevieveverso yeahhh she wants me to go from shelf to shelf left to right top to bottom and restock everything fml,1
genevieveverso especially since i allegedly never do it right,1
genevieveverso ugh it is actually this is unmaintained i still need to restock everything and make a list,1
genevieveverso i maintain it almost all by myself its hell trying to check exp dates,1
genevieveverso yknow that monstrous candy section i was talking about here it is note this is a textbook store httpstcoxvamlogzw,1
so i showed my coworker my sisters handiwork on maccready and shes like he def has the legs for heels,1
rt gilbyranger theres nothing like being a cat owner waking up at am to scrub barf out of the carpet isnt something id trade for the,1
were a lot busier than i thought wed be,1
some days i wonder why they let him leave the dorm dressed like that today is not one of them good job namjoon httpstcoczfktrpyia,1
bts_twt i am so proud of you you covered up your socks bless you lt,1
maybe ill feel better if i sleep work is only from  tomorrow so thats nice,1
misslusyd ugh its so cute except now i dont have any hair ties,1
had to dig through my blog for a kitty fetch video,1
for the record i didnt teach her this she actually gets upset if i dont throw the toyponytail holderpe  httpstcowkoqpueen,1
jtheguyvii not sleepy,1
misslusyd azarkansero nothingalarming liz_smith thefuxedos so does mine,1
ate something drank something took some meds head still hurts guess im destined to be miserable,1
azarkansero misslusyd nothingalarming liz_smith thefuxedos someone has a cat named toki,1
azarkansero nothingalarming liz_smith misslusyd thefuxedos genevieveverso tauril chilllllld i am a chillllld,1
same httpstcoacarwy,1
professorotaku pfft i see youre having a fun sunday night,1
nothingalarming azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril groans loudly whyyyyyy,1
nothingalarming azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril some sort of dick joke i assume,1
im hungry i ate today i think did i yeah several times,1
azarkansero misslusyd nothingalarming liz_smith thefuxedos genevieveverso tauril i liked goodtiddy betterrolls off the tongue,1
azarkansero misslusyd nothingalarming liz_smith thefuxedos genevieveverso tauril thats what im calling it now,1
misslusyd nothingalarming liz_smith thefuxedos azarkansero genevieveverso tauril naw really,1
misslusyd liz_smith nothingalarming thefuxedos azarkansero genevieveverso tauril see buns i do have,1
liz_smith nothingalarming misslusyd thefuxedos azarkansero genevieveverso tauril sounds spiffy,1
liz_smith nothingalarming misslusyd thefuxedos azarkansero genevieveverso tauril there are gonna be tshirts since when,1
azarkansero misslusyd nothingalarming thefuxedos liz_smith genevieveverso tauril i hatelove you guys,1
azarkansero misslusyd nothingalarming thefuxedos liz_smith genevieveverso tauril i said that oops didnt mean it like that,1
misslusyd nothingalarming thefuxedos liz_smith azarkansero genevieveverso tauril something flew over my head what did i say,1
misslusyd nothingalarming thefuxedos liz_smith azarkansero genevieveverso tauril yeah im not touching that,1
misslusyd nothingalarming thefuxedos liz_smith azarkansero genevieveverso tauril you did i see someone has a one track mind d,1
azarkansero nothingalarming liz_smith misslusyd thefuxedos genevieveverso tauril no do not bring math into this,1
liz_smith azarkansero misslusyd thefuxedos genevieveverso tauril yeah dont worry i passed legal like  years ago,1
liz_smith nothingalarming misslusyd thefuxedos azarkansero genevieveverso tauril theyre making me say things,1
liz_smith azarkansero misslusyd thefuxedos genevieveverso tauril too pure,1
azarkansero misslusyd thefuxedos liz_smith genevieveverso tauril sure okay,1
misslusyd thefuxedos liz_smith azarkansero genevieveverso tauril dont get me wrong dicks are great buuuut,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril i am a child,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril okay whatever you broke me,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril finei have a gag reflex happy,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril ew why would you think thatd make me divulge my preferences,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril not even for himwhoever he is,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril not even for science,1
so i just spilt water all over myself because apparently there was a second cap about a sixth of the bottle who designed this,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril why do you need to know,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril i dont trust you,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril is it meat and cheese only,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril i have a cat,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril i am a fortress of secrets,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril please im soooo much more expensive than that,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril nice try,1
azarkansero misslusyd liz_smith thefuxedos genevieveverso tauril thats for me to know,1
misslusyd azarkansero liz_smith thefuxedos genevieveverso tauril eh to an extent,1
azarkansero liz_smith misslusyd thefuxedos genevieveverso tauril ah makes sense,1
azarkansero liz_smith misslusyd thefuxedos genevieveverso tauril ah crap itd have been funnier if it was by accident,1
azarkansero liz_smith misslusyd thefuxedos genevieveverso tauril you put mouth instead of south,1
liz_smith azarkansero misslusyd thefuxedos genevieveverso tauril i was referring to the epic autocorrect mistake made by megan,1
azarkansero misslusyd thefuxedos genevieveverso liz_smith tauril sorry i had to,1
azarkansero misslusyd thefuxedos genevieveverso liz_smith tauril thats what she said,1
azarkansero misslusyd thefuxedos genevieveverso liz_smith tauril its hard having a midwestern accent in the south man,1
azarkansero misslusyd thefuxedos genevieveverso liz_smith tauril i have trouble saying asiago,1
finally got valentines companion perk welp time to stop playing for today,1
azarkansero misslusyd thefuxedos genevieveverso liz_smith tauril actually northwest louisiana but ar sounded less dignified,1
azarkansero misslusyd thefuxedos genevieveverso liz_smith tauril oh that too i was thinking of the south arkansas dialect,1
azarkansero misslusyd thefuxedos genevieveverso liz_smith tauril here in the south we call them spuds because we cant say potato,1
misslusyd thefuxedos liz_smith genevieveverso tauril like i said last night babies dont know how to people yet,1
noahclue its quite adorable they snuggle and everything its the other cats she has problems with,1
noahclue actually she did have a twin but i couldnt get her and fyi the puppy looooves her,1
kisses httpstcoyoyuhvcih,1
shes still cute as a button though httpstcovofiawmzr,1
princess tali has tummy problems ,1
its late night weird documentary searching time yay,1
genevieveverso tauril misslusyd liz_smith thefuxedos night night,1
misslusyd genevieveverso tauril liz_smith i think its my best work httpstcobwyohfiw,1
misslusyd genevieveverso tauril liz_smith thefuxedos omg one sec,1
misslusyd genevieveverso tauril liz_smith thefuxedos can i send him badly drawn pictures of boobs instead,1
misslusyd genevieveverso tauril liz_smith thefuxedos i dont,1
misslusyd genevieveverso tauril liz_smith thefuxedos poor guy,1
tauril misslusyd genevieveverso liz_smith thefuxedos im sure modifications are available,1
misslusyd genevieveverso nothingalarming thefuxedos i have an album saved on spotify but i have yet to listen to it next delivery run,1
genevieveverso misslusyd nothingalarming thefuxedos what did they ever do to you,1
misslusyd genevieveverso nothingalarming thefuxedos you must for the kittens,1
misslusyd genevieveverso nothingalarming thefuxedos leave the kittens out of this httpstcofgbrxoo,1
misslusyd genevieveverso nothingalarming thefuxedos bit of both really,1
misslusyd genevieveverso nothingalarming thefuxedos stayed for the weird ass conversations,1
misslusyd genevieveverso nothingalarming thefuxedos im just here for the lols,1
misslusyd nothingalarming thefuxedos genevieveverso yeah the mayor doesnt need his ego stroked too much he gets ideas,1
genevieveverso misslusyd liz_smith thefuxedos tauril did i say something wrong,1
misslusyd genevieveverso liz_smith thefuxedos tauril dude im just upset because it wouldve made a great story,1
genevieveverso misslusyd liz_smith thefuxedos tauril bethesda is kink shaming me,1
genevieveverso misslusyd liz_smith thefuxedos tauril why wont nick love me,1
genevieveverso misslusyd liz_smith thefuxedos tauril tbh he was my second choice my first choice was unavailable sobs,1
genevieveverso liz_smith misslusyd thefuxedos tauril id do damn phone,1
genevieveverso liz_smith misslusyd thefuxedos tauril is so it with you i i knew the terms,1
liz_smith genevieveverso misslusyd thefuxedos tauril he comes and goes its a thing,1
genevieveverso liz_smith misslusyd thefuxedos tauril also the different communities and gangs also have a different set of morals,1
genevieveverso liz_smith misslusyd thefuxedos tauril also the different communities and gangs also have a different set of morals,1
genevieveverso liz_smith misslusyd thefuxedos tauril dude ive been thinking about this while i play,1
genevieveverso liz_smith misslusyd thefuxedos tauril i could actually use fallout as an example with factions and such,1
genevieveverso liz_smith misslusyd thefuxedos tauril different societies have different concepts of right and wrong,1
genevieveverso liz_smith misslusyd thefuxedos tauril well of course a moral compass is constructed by society,1
genevieveverso liz_smith misslusyd thefuxedos tauril but still,1
genevieveverso liz_smith misslusyd thefuxedos tauril it could go both ways babies dont know how to people yet,1
genevieveverso misslusyd liz_smith thefuxedos tauril she took it to the place where it needed to go genius,1
misslusyd genevieveverso liz_smith thefuxedos tauril holy shit youre right,1
genevieveverso liz_smith thefuxedos misslusyd tauril anyway have we fully defined twat nugget yet,1
genevieveverso liz_smith thefuxedos misslusyd tauril not to mention an entire wall of pens,1
genevieveverso liz_smith thefuxedos misslusyd tauril we have a wide selection of chocolate and energy bars,1
genevieveverso liz_smith thefuxedos misslusyd tauril dude it is our candy section is ridiculously massive and it takes all day,1
genevieveverso liz_smith thefuxedos misslusyd tauril i should be shelving books not act as a living vending machine,1
genevieveverso liz_smith thefuxedos misslusyd tauril restocking candy is mine i work in a med school bookstore,1
genevieveverso liz_smith thefuxedos misslusyd tauril oh you poor girl im actually pretty lucky as far as retail jobs go tbh,1
genevieveverso liz_smith thefuxedos misslusyd tauril sales and clearance racks are my own personal brand of hell,1
genevieveverso liz_smith thefuxedos misslusyd tauril i work retail im well aware there is no escape,1
genevieveverso liz_smith thefuxedos misslusyd tauril those who put their money on the counter and leave,1
genevieveverso liz_smith thefuxedos misslusyd tauril i always stayed home where ya safe from the twat nuggets,1
genevieveverso liz_smith thefuxedos misslusyd tauril thank god i work for the state and my store never has to do black friday,1
liz_smith thefuxedos misslusyd tauril genevieveverso you started this oh great leader,1
genevieveverso liz_smith thefuxedos misslusyd tauril aka what should be common sense but isnt,1
genevieveverso liz_smith thefuxedos misslusyd tauril nah since its a philosophy by a religion we dont worship the twat nugget,1
genevieveverso misslusyd liz_smith thefuxedos tauril a good number of my customers are twat nuggets,1
genevieveverso liz_smith thefuxedos misslusyd tauril i might adhere to the twat nugget philosophy it sounds very wise,1
its so rare that all four of us are here upstairs tali has so many people to smell during the movie,1
genevieveverso thefuxedos misslusyd tauril plato betham mills got it,1
finally convinced dad that we only needed to watch the original trilogy success,1
genevieveverso thefuxedos misslusyd tauril ive never actually studied it i probably will eventually sounds like my kinda thing,1
nick valentine better get max approval after this damn quest i deserve it,1
running backwards and shooting aimlessly is a strategy i use waaaay too often,1
genevieveverso thefuxedos misslusyd tauril i may not know anything about the subject but damn ill try to contribute,1
genevieveverso misslusyd tauril thefuxedos do i really want to answer that,1
misslusyd tauril thefuxedos genevieveverso only way accepted,1
misslusyd tauril thefuxedos genevieveverso sometimes you gotta go deep man,1
genevieveverso misslusyd thefuxedos welp im powerless,1
genevieveverso thefuxedos misslusyd which i dont they tried that a few years back didnt stick,1
misslusyd thefuxedos genevieveverso ahhhh if only it were that simple,1
thefuxedos misslusyd genevieveverso actually completely impossible to be honest,1
misslusyd thefuxedos genevieveverso eh it honestly is what we make of it my beliefs are kinda hard to summarize,1
misslusyd thefuxedos genevieveverso same actually twitter is not made for theological discussions,1
genevieveverso misslusyd thefuxedos wait i do so gods will is chair fights,1
genevieveverso misslusyd thefuxedos i legit do not know how to respond to that,1
genevieveverso misslusyd thefuxedos so classy because divine beings can do whatever they want pshh,1
misslusyd genevieveverso thefuxedos cmon now surely itd be classier than that surely,1
misslusyd thefuxedos i know i work in retail i know,1
genevieveverso if i were truly bright i wouldnt have gotten so lost in this stupid game just now,1
thefuxedos another one i thought that event was last thanksgiving,1
genevieveverso oh pshh not really,1
genevieveverso yeah once i get one of those fancy masters degrees i can move out only just got an associates so itll be awhile,1
genevieveverso i say im independent while living rent free at my parents house so eh,1
genevieveverso what can i say im an independent woman,1
genevieveverso eh ill just try to get one of those degree things and see if i can get one of those job things,1
genevieveverso yeah im fresh out of those,1
genevieveverso i dot actually get too much attention mostly because i dont go anywhere,1
genevieveverso yeah the big blue doe eyes dont exactly help with scariness,1
genevieveverso yeah we seem to be in the same boat im actually  and look barely legal so if you actually have an arsenal can we share,1
genevieveverso scary guy friends are a must while out in public,1
genevieveverso aaaaand this is why i dont interact with people outside the internet,1
misslusyd not too much a pie person or a tea person i have very plain tastes,1
misslusyd is it sweet and delicious,1
misslusyd i dont drink but that looks amazing,1
genevieveverso daw thanks lt,1
genevieveverso personally i think i look like im  but yknow,1
genevieveverso eh like i said im mostly doing this for my health,1
genevieveverso im not im jus really really short and  may not be a lot to some people but i should be ,1
genevieveverso dude im not one of them ive never broken a bone in my life,1
genevieveverso actually theres a legit reason i broke my toe last year by standing on it my bones cant handle being this heavy,1
genevieveverso but i could have a perfect ass and be even cuter,1
genevieveverso its the booty i need to get rid of it httpstcomeqepgkk,1
genevieveverso thats sweet but i am on the chubby side and my body needs to be thinner to be healthy delicate bones ysee,1
professorotaku too puretoo precious for this world,1
professorotaku look i am well aware that i am tiny and chubby but i can have dreams,1
professorotaku do you not believe me,1
one of these days i will do enough sit ups to have abs of steel sigh why is exercising so haaaaaaard,1
no snuggles until princess tali has filled her quota of kitty fetch no sleeping either unless you want your face licked,1
princess tali demands to play kitty fetch or else she will make sad crying noises,1
pikahikarikt theyre all in my bed somewhere,1
tali keeps stealing my hair ties for kitty fetch to the point where i have none because she has lost most of them,1
no it doesnt matter what youre doing or what time it is you will play kitty fetch when kitty wants to play kitty fetch,1
tauril misslusyd azarkansero blech,1
misslusyd not to mention most likely fatal heyo,1
misslusyd oh god i dunno can we really top car fucking,1
misslusyd good now we can move on to something more fun,1
misslusyd just remember not everyone sucks i know its hard especially since ive cut myself off from actual people,1
misslusyd i dont actually follow my own advice though,1
misslusyd am i sounding preachy i just like helping people,1
misslusyd you should carry yourself in a way as such like you shouldnt change anything except how you think about yourself,1
misslusyd well the way i see it if you think everyone thinks that theres a possibility they do fuck them you are a person and,1
misslusyd it could be personally i think it looks awesome but different is treated differently by the public,1
misslusyd i hate people sometimes,1
tauril misslusyd tear him to pieces then screenshot it and show us,1
misslusyd seriously if you dont mind me asking why,1
misslusyd we all have our coping mechanisms and i think no human being should treat another like shit but eh life happens,1
misslusyd i bet destroying mens concept of existence sounds so badass tbh,1
misslusyd ahh yes i wasnt too good at messing with them my trolling techniques are too uncreative im sure youre a master at it,1
misslusyd yeah after the thish one i was bored its like the same guy was messaging me from different accounts,1
misslusyd i always got the lonely gamer types,1
misslusyd mine was too at first but it stopped being funny after a few months so i stopped,1
misslusyd see thats why i left those sites years ago i am a weird creepy guy magnet as well,1
misslusyd oh god thats terrifying,1
lonerdreamer eh that and messing with mccready seem to be doing it for her,1
lonerdreamer well she just got done with finals i think shes exercising pent up rage its hard being an engineering major apparently,1
lonerdreamer she also ditches him frequently and accidentally shoots him yet she wont change companions for some reason,1
lonerdreamer also everytime he complains about her hoarding she changes his outfit and gives him all her junk,1
lonerdreamer yeah i vaguely remember him in fallout  its been a few years but its really recent for her the memories are still fresh,1
lonerdreamer pikahikarikt i shudder at the thought of if she finds one even more ridiculous looking,1
tskimoongoddess im too nice to do that such a shame,1
tskimoongoddess shes just incredibly tacky with looting and extorting caps also underleveled like  of the time,1
pikahikarikt also she does a lot of other stuff to him too push him off lifts dress him in bright clothes etc,1
pikahikarikt i shouldve taken a picture of the hat of shame then,1
i have no idea why she takes delight in torturing that poor man but its amazing,1
also theres the fact that she makes maccready wear the hat of shame for being a turd in fallout ,1
yknow the really dumb decisions that you try not to make in games she makes all of them because why not,1
i think watching my sister play fallout  might be just as fun as playing it if not more,1
sleepy kitty httpstcovctxphxin,1
lonerdreamer wellllll actually you cant change his clothes until his exile apparently danse,1
lonerdreamer i will definitely take pictures,1
my sister says shes gonna dress everyone like that httpstcotlvgfvny,1
there are tears his legs look lovely httpstcocjmbtcrbp,1
genevieveverso shardfox thewitchelf misslusyd azarkansero thefuxedos wow such class,1
genevieveverso shardfox thewitchelf misslusyd azarkansero thefuxedos what does he think about hancocks sparkling personality,1
genevieveverso shardfox thewitchelf misslusyd azarkansero thefuxedos thats terrible why would he do such a thing,1
genevieveverso shardfox thewitchelf misslusyd azarkansero thefuxedos actually she hasnt gotten there yet,1
genevieveverso shardfox thewitchelf misslusyd azarkansero thefuxedos this is what shes wearing httpstcoboaicgbf,1
genevieveverso shardfox thewitchelf misslusyd azarkansero thefuxedos was let off early im watching my sister fail  fallout,1
why doesnt she ever snuggle with me like this httpstcocsaqcxdgm,1
genevieveverso shardfox thewitchelf misslusyd azarkansero thefuxedos ugh no,1
this is tallahassee httpstcosedrdlkrh,1
battlemonkeyz sounds like a party,1
atmora too tired,1
battlemonkeyz ugh you have no idea how dead it was,1
battlemonkeyz my boss told me to take a nap for her imight actually do that,1
battlemonkeyz actually my boss let me go home,1
at long last hell has released me,1
lacthewatcher that aint a diploma thats a diploma frame,1
i am in hellllllllll httpstcowwvbbhtiy,1
azarkansero shardfox thewitchelf misslusyd thefuxedos im like  sure im leaving early again its noon and no one is here,1
shardfox thewitchelf misslusyd azarkansero thefuxedos we have one guy in the store rn one guy,1
shardfox thewitchelf misslusyd azarkansero thefuxedos you too were having a sale and its failing miserably,1
shardfox thewitchelf misslusyd azarkansero thefuxedos please keep them rolling its the only thing keeping me awake right now,1
misslusyd shardfox thewitchelf azarkansero thefuxedos ugh id join in but im multitasking,1
misslusyd shardfox thewitchelf azarkansero thefuxedos have i told you that i love you already because i do,1
misslusyd shardfox thewitchelf azarkansero thefuxedos how long are we gonna keep the car thing up,1
misslusyd azarkansero thewitchelf shardfox thefuxedos we are pretty hot arent we,1
misslusyd azarkansero thewitchelf shardfox thefuxedos i would marry us,1
i may be falling asleep httpstcoytzwdhmzw,1
misslusyd shardfox thewitchelf azarkansero thefuxedos oooof course you did,1
battlemonkeyz a medical school bookstore run by the state,1
battlemonkeyz a medical school bookstore run by the state,1
misslusyd shardfox thewitchelf azarkansero thefuxedos wherehow did you find that,1
battlemonkeyz eh we had a good sale last week so eh,1
im running away and never coming back ok im burning down the store is that okay pshh i get paid regardless so sure,1
shardfox thewitchelf misslusyd azarkansero thefuxedos that screenshot says it all beautiful,1
thewitchelf misslusyd shardfox azarkansero thefuxedos it honestly looks like the car equivalent of a tricycle,1
thewitchelf misslusyd shardfox azarkansero thefuxedos look i didnt even knowloving cars was possible til last night,1
thewitchelf shardfox misslusyd azarkansero thefuxedos omaigawd thats awesome,1
i told my boss it might be the worst sale ever and shes like whaddya mean might be if i fall asleep you can hit me,1
ohmaigawd this is the worst sale in the history of sales,1
thewitchelf shardfox misslusyd azarkansero thefuxedos i honestly dont know what that is,1
misslusyd azarkansero thefuxedos im just sorry i missed the really greatterrible ones ah well i had to sleep,1
sooooothe sale is a complete failure,1
rt michaelianblack people online are so much more cautious about revealing movie spoilers than they are about calling each other racial e,1
rt lolgop trump basically wants to be the president of russia,1
rt uncleyo this is the first time in history that star wars and christmas have been said together without collective groaning,1
i feel oodles better still not  but some recovery is better than no recovery,1
misslusyd azarkansero thefuxedos i wake up to a bunch of car puns you guys are great,1
back to bed night folks,1
misslusyd sorry im on a diet and my mother is being my enforcer sigh,1
misslusyd oh yeah that too,1
awwww my kitty wants in guess my parents dont give enough belly rubs,1
misslusyd my mother would take one look at that and be like thats too many calories why are you drinking that,1
misslusyd healthy,1
misslusyd tory_b_martin azarkansero seriously ill probably be back in an hour my insomnia is predictable,1
misslusyd tory_b_martin azarkansero and with that i should go to bed ill probably be awake in a couple of hours it happens,1
misslusyd tory_b_martin azarkansero thefuxedos i should be sorry im not this was a great way to spend a thursday night,1
tory_b_martin misslusyd azarkansero thefuxedos that was the plan actually,1
misslusyd azarkansero yup guess im staying up,1
misslusyd azarkansero actually not the weirdest thing ive heard of after the car conversation,1
misslusyd azarkansero i should go to bed but i probably wont,1
misslusyd azarkansero weirder i suppose,1
azarkansero misslusyd this is not something i want to be known for,1
misslusyd azarkansero i got one too httpstconsrvytltno,1
azarkansero misslusyd thefuxedos fine id fuck a lexus,1
azarkansero misslusyd thefuxedos i am a chillld,1
azarkansero misslusyd thefuxedos i am too pure to disclose this information,1
misslusyd azarkansero orsinnin wagon d,1
misslusyd azarkansero thefuxedos this might be the strangest conversation of my   years of life,1
misslusyd azarkansero danny if you could fuck a car what would you fuck,1
misslusyd azarkansero actually the pure thing is mostly an act mostly,1
misslusyd azarkansero tooo pure i am,1
azarkansero misslusyd that is a door we should leave locked,1
misslusyd azarkansero no i am too pure to see it,1
misslusyd azarkansero im surprised there isnt actual footage of this guys really do love their cars no i dont want to actually see,1
misslusyd azarkansero what if the volkswagen doesnt get his motor running,1
misslusyd azarkansero well i assume hes dead,1
azarkansero misslusyd oh god what is wrong with us the tears are back,1
misslusyd azarkansero yeah but i mean fatally exploding,1
azarkansero misslusyd yup i can see it,1
misslusyd azarkansero maybe he likes the danger of sticking his dick in something that might explode,1
misslusyd azarkansero unless the condom is also metal with some sort of insulation coating,1
misslusyd azarkansero oh god im crying,1
misslusyd azarkansero wouldnt that likei dunnoburn a dick off,1
misslusyd azarkansero wait is the car on during the banging,1
azarkansero misslusyd i started at exhaust and then my brain died,1
misslusyd azarkansero i dunno if we can top burnin rubber,1
misslusyd azarkansero you are really good at this,1
azarkansero misslusyd for my own personal amusement you should do this,1
azarkansero misslusyd oh my god block that boy asap,1
azarkansero misslusyd wait what this is why i dont do facebook,1
misslusyd azarkansero i cant taste food atm so everything is meh,1
misslusyd azarkansero nah its a whole conversion process i assume i dunno,1
azarkansero misslusyd nope that is a public service the opposite of sin,1
azarkansero misslusyd yes i am a sinnamon roll without the sin,1
azarkansero misslusyd im too pure and innocent to generate sin so idk,1
azarkansero why cant you tune to c like a normal person,1
azarkansero misslusyd i am so bored guys,1
azarkansero like the whole b flat thing a transposing nightmare,1
azarkansero yeaaaaaah i am the worst brass player in the history of brass players thing is you guys are tuned differently and it throwsme,1
azarkansero string instruments are a series of half and whole steps if you know the string names youre halfway there,1
azarkansero otherwise it seems braggy,1
azarkansero thing is its very misleading i feel the need to explain that if you know one string instrument you know most of them,1
azarkansero i cant stress enough how mediocre i am music wise,1
